name,type,start,duration,end
https://securepubads.g.doubleclick.net/gampad/ads?pvsid=1424150245462613&correlator=1393799930457601&eid=44809527%2C31083340%2C31085490%2C676982996%2C31078664%2C31078665%2C31078668%2C31078670&output=ldjh&gdfp_req=1&vrg=202407220101&ptt=17&impl=fif&iu_parts=29390238%2Cnyt%2Chomepage&enc_prev_ius=%2F0%2F1%2F2&prev_iu_szs=320x50%7C728x90%7C970x90%7C970x250%7C1605x300&fluid=height&ifi=2&sfv=1-0-40&rcs=1&eri=33&sc=1&cookie=ID%3Dddec003deba801c7%3AT%3D1721313619%3ART%3D1721758173%3AS%3DALNI_MZdweIlIfkDK4mqTAC8dIjSWxr1-A&gpic=UID%3D00000e9bbc8eed42%3AT%3D1721313619%3ART%3D1721758173%3AS%3DALNI_MY8Wzg7kXlHJDaC9MrkoY69MxFvxw&abxe=1&dt=1721758863859&lmt=1721757382&adxs=0&adys=15&biw=1228&bih=959&scr_x=0&scr_y=0&btvi=0&ucis=1&oid=2&u_his=5&u_h=1117&u_w=1728&u_ah=1085&u_aw=1728&u_cd=30&u_sd=2&u_tz=-240&dmc=8&bc=31&nvt=3&uach=WyJtYWNPUyIsIjE0LjUuMCIsImFybSIsIiIsIjEyNi4wLjY0NzguMTI3IixudWxsLDAsbnVsbCwiNjQiLFtbIk5vdC9BKUJyYW5kIiwiOC4wLjAuMCJdLFsiQ2hyb21pdW0iLCIxMjYuMC42NDc4LjEyNyJdLFsiR29vZ2xlIENocm9tZSIsIjEyNi4wLjY0NzguMTI3Il1dLDBd&url=https%3A%2F%2Fwww.nytimes.com%2F&vis=1&psz=1228x90&msz=1228x90&fws=4&ohw=1228&ga_vid=1933310523.1721758361&ga_sid=1721758361&ga_hid=952172467&ga_fc=false&td=1&egid=45258&tan=358417f4-acd2-4629-a893-0878550eaf48&tdf=2&nt=1&psd=WzExLFtdLG51bGwsM10.&dlt=1721758359846&idt=803&ppid=9j5lbnkqh61utj33etdxtzzqpl6ou4l&prev_scp=div%3Ddfp-ad-top%26pos%3Dtop%26hb_format_ix%3Dbanner%26hb_size_ix%3D970x250%26hb_pb_ix%3D0.65%26hb_adid_ix%3D577e02b015b2736%26hb_bidder_ix%3Dix%26hb_format_rubicon%3Dbanner%26hb_size_rubicon%3D970x250%26hb_pb_rubicon%3D0.40%26hb_adid_rubicon%3D53938ef39f8c901%26hb_bidder_rubicon%3Drubicon%26hb_format_pubmatic%3Dbanner%26hb_size_pubmatic%3D728x90%26hb_pb_pubmatic%3D0.10%26hb_adid_pubmatic%3D501bb1add36c7b6%26hb_bidder_pubmatic%3Dpubmatic%26hb_format%3Dbanner%26hb_size%3D970x250%26hb_pb%3D0.65%26hb_adid%3D577e02b015b2736%26hb_bidder%3Dix%26request_time%3D504010&cust_params=als_test_clientside%3Dweb_bigtable_none_20240723181239%26mktg%3Dtype_anon%252Clogf%252Cabt%26bt%3D131947%252C131953%252C132360%252C132361%252C132362%252C132363%252C132365%252C132366%252C132394%252C132395%252C132630%252C132640%252C132668%252C132670%252C173596%252C259%252C282%252C303%252C305%252C497%252C548%26sub%3Danon%26edn%3Dus%26test%3Dprojectvi%26ver%3Dvi%26typ%3Dhp%26prop%3Dnyt%26plat%3Dweb%26abra_dfp%3Ddfp_prebid_0624_1_criteo%26sov%3D3%26page_view_id%3DCiZ6F3_MsiBI3bxn79NLktQz%26purr%3Dfull%26vp%3Dlarge%26uap%3Dbrowser%26cookie%3Dfalse%26gscat%3Dneg_ibmtest%252Cneg_gg1%252Cneg_ibm%252Cneg_chanel%252Cneg_owde%252Cneg_chan2%252Cneg_debeer%252Cneg_citi_aa%252Cneg_hms%252Cneg_google%252Cneg_capitalone%252Cneg_njts%252Cneg_rchmt%252Cpolitics_sentiment%252Cgb_safe_from_high%252Cgs_politics%252Cneg_kaypemg%252Cneg_newyorkp%252Cneg_sub0%252Cneg_mttl%252Cneg_ts%252Cneg_mastercard%252Cneg_bofa%252Cneg_sia%252Cneg_chan3%252Cneg_ihw%252Cgs_predicts_uspoliticselection%252Cneg_mtb%252Cneg_rms%252Cneg_elec%252Cneg_gg2%252Cneg_sabic%252Cneg_hearts%252Cgs_politics_issues_policy%252Cgs_politics_misc%252Cneg_amerex%252Cneg_rolex%252Cneg_ms_safe%252Cneg_am%252Cgs_predicts_olympicsmoments%252Cgs_predicts_legal_industry%252Cgs_predicts_compassion%252Cgs_predicts_technology%252Cgs_politics_american%252Cneg_bp%252Cgs_predicts_veteransservice%252Cgs_predicts_trendingcelebrities%252Cgs_predicts_homeimprovement%252Cgs_homegarden%252Cneg_orep%252Cneg_trpavd%252Cgs_predicts_homeremodeling%252Cgs_predicts_startups%252Cneg_cathay%252Cgs_predicts_marketers%252Cneg_mktg_safe_q4_2019%252Cgs_busfin%252Ccc_business_lead_boards%252Cgs_homegarden_landscaping%252Cgs_predicts_chuseok%252Cneg_racism%252Cneg_ubs%252Cgs_predicts_software_industry%252Cgs_predicts_stylefashion%252Cgs_predicts_golf%252Cneg_msft%252Cgs_predicts_ussports_nbancaabasketball%252Cgs_science_geography%252Cgs_predicts_mlb%252Cgs_event_olympics%252Cgs_predicts_frequenttravelers%252Cgs_predicts_nba%252Cgs_predicts_parentsteachers%252Cneg_rmw%252Cgs_predicts_business_travel%252Cgs_predicts_internationalsports%252Cgs_predicts_tennischampionships%252Cgs_predicts_charity%252Cneg_cme%252Cgs_predicts_fifa%252Cgs_predicts_mensinterests%252Cgs_predicts_retail_industry%252Cgb_sensitive_high_med%252Cgb_sensitive_high_med_low%252Cgb_sensitive_news-ent%252Cneg_mc%252Cgs_predicts_oscarsemmysglobes%252Cgs_predicts_holidayshoppers%252Cgs_predicts_diningindelivery%252Cgs_predicts_travel_by_rail%252Cgs_predicts_millennialmoms%252Cgs_predicts_gettingmarried%252Cgs_predicts_outdoorsinautumn%252Cgs_predicts_musicfestivalsaward%252Cgs_predicts_energy_topics%252Cgs_predicts_blackfridaycybermon%252Cgs_predicts_foodies%252Cgs_predicts_newjob%252Cgs_predicts_worldcup%252Cgv_death_injury%252Cneg_kvue%252Cgs_predicts_savvyshopperscouponing%252Cneg_samsung%252Cgs_predicts_weddings_brides%252Cgs_predicts_singlesday_travel%252Cgs_predicts_teens%252Cgs_predicts_performingarts%252Cgs_predicts_youngwomensinterest%252Cgs_predicts_sbsw_event%252Cgs_predicts_newyearseve%252Cgs_predicts_filmfestivalsawards%252Cgs_predicts_hanukkah%252Cgs_predicts_bussoftwarebuyers%252Cgs_predicts_businessandfinance%252Cgs_predicts_trendingtelevision%252Cgs_predicts_travel%252Cgs_predicts_marchmadness%252Ccc_tech_data%252Cgs_predicts_insurance%252Cgs_t%26ledemedsz%3Dnone%26artlen%3Dshort%26brandsensitive%3Dfalse%26refresh%3Dauto&adks=2496155832&frm=20&eo_id_str=ID%3D6beceef132134417%3AT%3D1721313619%3ART%3D1721758173%3AS%3DAA-AfjbJDksXOXVHGx10C6GxXmLu,resource,504036.6999999881,570.9000000059605,504607.59999999404
dfp-ad-top-timeReceived,mark,504609.90000000596,,504609.90000000596
dfp-ad-top-timeRendered,mark,504633.09999999404,,504633.09999999404
https://htlb.casalemedia.com/openrtb/pbjs?s=995821,resource,504010.7999999821,669.6000000238419,504680.40000000596
https://1859d7136d6093e5decc4ab7ece67954.safeframe.googlesyndication.com/safeframe/1-0-40/html/container.html,resource,504631.40000000596,66.09999999403954,504697.5
dfp-ad-top-timeLoaded,measure,504017.09999999404,734.5999999940395,504751.6999999881
dfp-ad-top-timeLoaded,mark,504751.6999999881,,504751.6999999881
https://gw.geoedge.be/api/init,resource,504934.90000000596,55.69999998807907,504990.59999999404
https://a.et.nytimes.com/track,resource,505586.90000000596,55.79999998211861,505642.6999999881
dfp-ad-top-timeViewed,measure,504017.09999999404,1741.300000011921,505758.40000000596
dfp-ad-top-timeViewed,mark,505758.40000000596,,505758.40000000596
,layout-shift,505833.40000000596,,505833.40000000596
https://a.et.nytimes.com/track,resource,506252.6999999881,54.599999994039536,506307.2999999821
https://outlook.office.com/owa/service.svc?action=SendChannelRoundTripNotification&UA=0&app=Mail&n=87,resource,490248.59999999404,72.40000000596046,490321
https://outlook.office.com/owa/service.svc?action=SendChannelRoundTripNotification&UA=0&app=Mail&n=894,resource,35739995.400000006,74.59999999403954,35740070
https://pnytimes.chartbeat.net/ping?h=video%40nytimes.com&g=16698&p=https%3A%2F%2Fvp.nyt.com%2Fvideo%2F2024%2F07%2F23%2F121254_1_22vid-harris-campaign_wg_1080p.mp4&i=&g0=Homepage&u=CpjfWDBDI8-9CeK5Mn&t=TCcwXC3xgA8C9Gr7QCzm5LCKnOxS&x=0&y=0&V=147&VS=H5&n=0&b=1134&_vd=46410&_vi=The%20New%20York%20Times%20-%20Breaking%20News%2C%20US%20News%2C%20World%20News%20and%20Videos&_vp=nytimes.com%2F&_vh=nytimes.com&_pu=DL5WfiBH3pv6BjD-7W&_pt=C1aIGSDtGrmCVH2LzBzIb3yCa7sym&_pv=https%3A%2F%2Fnytimes.com%2F&_vdd=nytimes.com&_vt=ct&_vs=s2&_vcs=1&_vbr=-1&_vvs=507.86&_vpt=14670&_vaup=man&_vce=16&c=8.46&W=0&R=1&I=0&E=16&j=20&tz=240&_,resource,508989.5,22.900000005960464,509012.40000000596
https://pnytimes.chartbeat.net/ping?h=video%40nytimes.com&g=16698&p=https%3A%2F%2Fvp.nyt.com%2Fvideo%2F2024%2F07%2F17%2F120988_1_18WORKOUT-FOOT-TOE-STRENGTH6_wg_720p.mp4&i=&g0=Homepage&u=CpjfWDBDI8-9CeK5Mn&t=BC7DGuBJqxaoDcZoyLBGORIvDGcTqK&x=0&y=0&V=147&VS=H5&n=0&b=2503&_vd=16808&_vi=The%20New%20York%20Times%20-%20Breaking%20News%2C%20US%20News%2C%20World%20News%20and%20Videos&_vp=nytimes.com%2F&_vh=nytimes.com&_pu=DL5WfiBH3pv6BjD-7W&_pt=C1aIGSDtGrmCVH2LzBzIb3yCa7sym&_pv=https%3A%2F%2Fnytimes.com%2F&_vdd=nytimes.com&_vt=ct&_vs=s2&_vcs=1&_vbr=-1&_vvs=502.859&_vpt=14721&_vaup=auto&_vce=11&c=8.38&W=0&R=1&I=0&E=11&j=20&tz=240&_,resource,508989.2999999821,23.80000001192093,509013.09999999404
,layout-shift,510124.7999999821,,510124.7999999821
https://a.et.nytimes.com/track,resource,510592,50.400000005960464,510642.40000000596
https://vp.nyt.com/video/2024/07/17/120988_1_18WORKOUT-FOOT-TOE-STRENGTH6_wg_720p.mp4,resource,511078.40000000596,23.099999994039536,511101.5
,layout-shift,512100.6999999881,,512100.6999999881
https://pnytimes.chartbeat.net/ping?h=video%40nytimes.com&g=16698&p=https%3A%2F%2Fvp.nyt.com%2Fvideo%2F2024%2F07%2F17%2F120988_1_18WORKOUT-FOOT-TOE-STRENGTH6_wg_720p.mp4&i=&g0=Homepage&u=CpjfWDBDI8-9CeK5Mn&t=BC7DGuBJqxaoDcZoyLBGORIvDGcTqK&x=0&y=0&V=147&VS=H5&n=0&b=2503&_vd=16808&_vi=The%20New%20York%20Times%20-%20Breaking%20News%2C%20US%20News%2C%20World%20News%20and%20Videos&_vp=nytimes.com%2F&_vh=nytimes.com&_pu=DL5WfiBH3pv6BjD-7W&_pt=C1aIGSDtGrmCVH2LzBzIb3yCa7sym&_pv=https%3A%2F%2Fnytimes.com%2F&_vdd=nytimes.com&_vt=ct&_vs=s2&_vcs=1&_vbr=-1&_vvs=507.858&_vpt=2886&_vaup=auto&_vce=16&c=8.46&W=0&R=1&I=0&E=16&j=20&tz=240&_,resource,513988.90000000596,24.799999982118607,514013.6999999881
https://pnytimes.chartbeat.net/ping?h=video%40nytimes.com&g=16698&p=https%3A%2F%2Fvp.nyt.com%2Fvideo%2F2024%2F07%2F23%2F121254_1_22vid-harris-campaign_wg_1080p.mp4&i=&g0=Homepage&u=CpjfWDBDI8-9CeK5Mn&t=TCcwXC3xgA8C9Gr7QCzm5LCKnOxS&x=0&y=0&V=147&VS=H5&n=0&b=1134&_vd=46410&_vi=The%20New%20York%20Times%20-%20Breaking%20News%2C%20US%20News%2C%20World%20News%20and%20Videos&_vp=nytimes.com%2F&_vh=nytimes.com&_pu=DL5WfiBH3pv6BjD-7W&_pt=C1aIGSDtGrmCVH2LzBzIb3yCa7sym&_pv=https%3A%2F%2Fnytimes.com%2F&_vdd=nytimes.com&_vt=ct&_vs=s2&_vcs=1&_vbr=-1&_vvs=512.86&_vpt=19674&_vaup=man&_vce=21&c=8.55&W=0&R=1&I=0&E=21&j=20&tz=240&_,resource,513989.09999999404,25.30000001192093,514014.40000000596
https://static01.nyt.com/images/2024/07/20/multimedia/20roadside-motels-phlc/20roadside-motels-phlc-smallSquare252.jpg?format=pjpg&quality=75&auto=webp&disable=upscale,resource,514167.40000000596,15.799999982118607,514183.1999999881
https://pnytimes.chartbeat.net/ping?h=video%40nytimes.com&g=16698&p=https%3A%2F%2Fvp.nyt.com%2Fvideo%2F2024%2F07%2F17%2F120988_1_18WORKOUT-FOOT-TOE-STRENGTH6_wg_720p.mp4&i=&g0=Homepage&u=CpjfWDBDI8-9CeK5Mn&t=BC7DGuBJqxaoDcZoyLBGORIvDGcTqK&x=0&y=0&V=147&VS=H5&n=0&b=2503&_vd=16808&_vi=The%20New%20York%20Times%20-%20Breaking%20News%2C%20US%20News%2C%20World%20News%20and%20Videos&_vp=nytimes.com%2F&_vh=nytimes.com&_pu=DL5WfiBH3pv6BjD-7W&_pt=C1aIGSDtGrmCVH2LzBzIb3yCa7sym&_pv=https%3A%2F%2Fnytimes.com%2F&_vdd=nytimes.com&_vt=ct&_vs=s3&_vcs=1&_vbr=-1&_vvs=508.105&_vpt=3059&_vaup=auto&_vce=17&c=8.47&W=0&R=0&I=1&E=17&j=75&tz=240&_,resource,514235.09999999404,22.30000001192093,514257.40000000596
https://pnytimes.chartbeat.net/ping?h=video%40nytimes.com&g=16698&p=https%3A%2F%2Fvp.nyt.com%2Fvideo%2F2024%2F07%2F23%2F121254_1_22vid-harris-campaign_wg_1080p.mp4&i=&g0=Homepage&u=CpjfWDBDI8-9CeK5Mn&t=TCcwXC3xgA8C9Gr7QCzm5LCKnOxS&x=0&y=0&V=147&VS=H5&n=0&b=1134&_vd=46410&_vi=The%20New%20York%20Times%20-%20Breaking%20News%2C%20US%20News%2C%20World%20News%20and%20Videos&_vp=nytimes.com%2F&_vh=nytimes.com&_pu=DL5WfiBH3pv6BjD-7W&_pt=C1aIGSDtGrmCVH2LzBzIb3yCa7sym&_pv=https%3A%2F%2Fnytimes.com%2F&_vdd=nytimes.com&_vt=ct&_vs=s3&_vcs=1&_vbr=-1&_vvs=513.106&_vpt=19870&_vaup=man&_vce=22&c=8.55&W=0&R=0&I=1&E=22&j=75&tz=240&_,resource,514235.40000000596,22.19999998807907,514257.59999999404
https://a.et.nytimes.com/track,resource,514195.09999999404,62.099999994039536,514257.1999999881
dfp-ad-mid1-timeCalled,measure,7,514718.40000000596,514725.40000000596
dfp-ad-mid1-timeCallSent,measure,7,514729.7999999821,514736.7999999821
dfp-ad-mid1-timeCalled,mark,514725.40000000596,,514725.40000000596
dfp-ad-mid1-timeCallSent,mark,514736.7999999821,,514736.7999999821
dfp-ad-mid2-timeCalled,measure,7,514951.59999999404,514958.59999999404
dfp-ad-mid2-timeCallSent,measure,7,514962.1999999881,514969.1999999881
dfp-ad-mid2-timeCalled,mark,514958.59999999404,,514958.59999999404
dfp-ad-mid2-timeCallSent,mark,514969.1999999881,,514969.1999999881
https://static01.nyt.com/images/2024/07/18/multimedia/HLM-Peach-Cucumber-Mozzarella-Salad-With-Gochujang-Dressin-copy/HLM-Peach-Cucumber-and-Mozzarella-Salad-With-Gochujang-Dressin-czkp-threeByTwoSmallAt2X.jpg?format=pjpg&quality=75&auto=webp&disable=upscale,resource,515008.90000000596,18.69999998807907,515027.59999999404
dfp-ad-mid3-timeCalled,measure,7,515135.1999999881,515142.1999999881
dfp-ad-mid3-timeCallSent,measure,7,515146.59999999404,515153.59999999404
dfp-ad-mid3-timeCalled,mark,515142.1999999881,,515142.1999999881
dfp-ad-mid3-timeCallSent,mark,515153.59999999404,,515153.59999999404
https://pnytimes.chartbeat.net/ping?h=nytimes.com&p=nytimes.com%2F&u=DL5WfiBH3pv6BjD-7W&d=nytimes.com&g=16698&g0=Homepage&g1=No%20Author&g6=%2F29390238%2Fnyt%2Fhomepage%7C%7C5&n=0&f=f0033&c=0.19&x=7809&m=7809&y=13649&o=1228&w=959&j=30&R=1&W=0&I=0&E=6&e=6&v=https%3A%2F%2Fnytimes.com%2F&vp=1&PA=https%3A%2F%2Fwww.nytimes.com%2F&b=2503&t=C1aIGSDtGrmCVH2LzBzIb3yCa7sym&V=147&tz=240&_acct=anon&_vi=&_vp=https://vp.nyt.com/video/2024/07/17/120988_1_18WORKOUT-FOOT-TOE-STRENGTH6_wg_720p.mp4&_vdd=video%40nytimes.com&_vs=s3&_vt=ct&_vap=&_vtn=&_vd=16808&sn=2&sv=BuuZeUDZglQPBLFmlYDE2lADDnIRDn&sr=external&sd=2&im=06e72ff3&_,resource,515236.2999999821,22.700000017881393,515259
dfp-ad-mid1-timeReceived,measure,514725.40000000596,604.7999999821186,515330.1999999881
dfp-ad-mid1-timeRendered,measure,514725.40000000596,614.7999999821186,515340.1999999881
